Id_cliente,Edad,Genero,Venta_total,N_Compras,FechaCompra,MontoCompra,MetodoPago,Tiempo,Navegador,Boletin,Vale
193,54.0,1,2413.05,5,2025-03-11,1156.41,2,18.4,4,0,0
194,51.0,0,1617.12,5,2025-06-10,234.68,1,28.5,3,0,1
195,44.0,0,1991.57,0,2025-08-24,338.31,2,13.0,3,0,0
196,29.0,1,1459.61,0,2025-05-23,1592.57,2,27.4,4,1,1
197,20.0,0,272.37,5,2025-04-06,1897.0,1,16.3,3,0,0
198,29.0,1,126.37,4,2025-07-11,448.56,0,4.1,4,0,1
199,19.0,0,1536.42,5,2025-11-10,805.09,0,28.9,3,0,1
200,66.0,0,1474.76,0,2025-09-10,533.69,0,1.7,0,0,0
201,28.0,1,1317.49,3,2025-11-08,2166.83,1,22.3,0,0,1
202,24.0,1,103.7,1,2025-06-16,35.79,2,6.6,4,0,0
203,38.0,1,1777.33,8,2025-10-24,2354.02,0,35.1,3,0,1
204,30.0,0,1750.21,5,2025-12-22,325.64,2,30.7,2,0,0
205,68.0,0,2304.86,9,2025-06-12,1169.38,0,4.0,4,1,1
206,60.0,1,1356.47,7,2025-02-20,1389.62,0,29.0,4,1,1
207,38.0,0,1614.21,7,2025-05-12,1780.23,1,38.8,3,0,1
208,58.0,0,1376.9,0,2025-10-07,1169.38,0,24.5,0,1,1
209,46.0,1,2445.84,8,2025-03-21,2231.91,2,17.5,0,1,1
210,23.0,1,1202.6799999999998,8,2025-04-24,1368.47,2,33.3,1,0,1
211,32.0,1,545.99,4,2025-10-11,1071.2,1,5.6,0,1,1
212,28.0,0,796.46,9,2025-10-11,616.2,1,17.0,3,1,1
213,50.0,1,2143.29,5,2025-04-02,1169.38,2,7.7,3,1,0
214,24.0,1,436.68,3,2025-03-28,357.26,0,8.7,3,0,0
215,18.0,0,258.01,6,2025-12-07,1169.38,0,21.3,4,1,1
216,32.0,1,248.55,5,2025-08-01,430.58,0,4.2,4,1,0
217,44.0,1,648.76,0,2025-02-01,685.84,1,16.2,1,0,1
218,27.0,1,1202.6799999999998,4,2025-01-23,393.49,1,38.1,3,0,0
219,46.0,1,516.76,6,2025-08-12,1169.38,2,21.3,1,1,1
220,49.0,1,1961.79,9,2025-11-16,693.14,2,7.2,2,0,0
221,28.0,0,1202.6799999999998,6,2025-01-11,1349.23,1,0.7,3,0,1
222,39.0,0,2353.93,0,2025-02-17,841.46,1,31.7,1,1,1
223,23.0,0,2044.99,2,2025-04-14,1102.87,1,1.3,1,0,0
224,69.0,0,1202.6799999999998,7,2025-04-18,596.32,0,32.8,3,0,0
225,43.0,0,742.16,3,2025-04-08,2273.56,1,2.9,3,1,0
226,28.0,0,563.48,1,2025-05-05,1252.74,0,43.7,0,1,0
227,43.0,0,1202.6799999999998,7,2025-11-28,689.8,2,33.2,3,0,1
228,27.0,0,1202.6799999999998,5,2025-06-12,1675.92,2,4.3,1,0,1
229,23.0,1,2041.89,0,2025-10-31,1508.55,1,31.5,2,1,1
230,46.0,0,257.87,10,2025-11-21,1569.43,2,25.6,2,0,0
231,37.0,1,99.97,7,2025-05-06,1630.08,1,29.7,3,0,1
232,26.0,0,1120.72,3,2025-12-21,1628.76,1,20.8,4,0,1
233,37.0,0,1285.94,1,2025-02-09,227.03,0,40.7,3,1,0
234,31.0,0,423.64,4,2025-08-14,1243.36,1,27.4,1,0,1
235,33.0,0,2271.6,7,2025-08-19,1123.57,0,20.6,3,0,1
236,33.0,1,1280.91,7,2025-03-15,1881.83,1,37.6,1,0,0
237,59.0,1,1605.24,10,2025-01-21,375.24,1,10.2,1,1,1
238,20.0,0,211.05,4,2025-09-19,476.97,1,40.5,1,1,0
239,53.0,0,2195.08,2,2025-02-20,1169.38,2,43.5,3,1,0
240,54.0,0,155.56,0,2025-02-24,1496.94,1,20.3,0,1,0
241,37.0,0,1202.6799999999998,3,2025-03-16,1169.38,2,1.3,0,1,1
242,70.0,1,1423.46,8,2025-04-18,103.79,0,40.5,2,0,1
243,22.0,1,1202.6799999999998,1,2025-03-19,500.37,1,16.9,0,0,1
244,69.0,0,1958.05,9,2025-04-03,1405.82,1,16.2,2,1,1
245,65.0,0,2344.08,3,2025-05-03,1049.37,0,10.4,3,1,0
246,34.0,1,1403.03,4,2025-06-05,401.5,2,36.8,1,0,0
247,58.0,0,8.83,4,2025-04-21,1106.22,1,37.9,2,0,0
248,59.0,0,1202.6799999999998,7,2025-02-13,2431.88,1,37.2,3,0,0
249,44.0,1,109.17,4,2025-02-14,417.7,0,6.7,1,1,0
250,40.0,1,1532.69,10,2025-10-17,1169.38,2,19.5,2,1,0
251,63.0,0,526.71,9,2025-12-25,57.12,0,0.8,4,0,0
252,31.0,1,187.21,10,2025-11-15,1384.4,2,5.6,3,0,1
253,30.0,0,2143.43,4,2025-04-05,1572.66,2,32.3,3,1,1
254,64.0,0,2111.23,5,2025-09-20,1169.38,0,12.2,4,1,1
255,22.0,1,1109.83,8,2025-02-13,821.1,0,15.6,3,1,1
256,69.0,1,1202.6799999999998,0,2025-10-07,620.93,0,5.4,3,0,0
257,33.0,1,2360.73,0,2025-09-08,1826.13,0,39.0,0,0,0
258,69.0,1,341.17,0,2025-05-28,958.49,1,10.6,2,0,1
259,53.0,1,1318.83,0,2025-09-21,1461.45,1,34.6,0,0,0
260,33.0,0,125.28,0,2025-06-19,1169.38,0,22.2,0,0,1
261,50.0,1,1804.36,3,2025-02-17,1796.03,2,32.5,3,0,1
262,28.0,1,2484.61,6,2025-07-24,419.43,1,12.0,3,0,0
263,26.0,0,2192.81,8,2025-01-01,1601.61,2,39.6,1,0,0
264,53.0,1,1776.1,6,2025-03-09,463.96,0,20.6,0,0,1
265,43.0,1,752.94,4,2025-10-06,1036.45,1,26.1,2,1,0
266,54.0,1,608.77,4,2025-06-24,1169.38,1,17.5,3,1,1
267,53.0,0,1678.77,7,2025-03-09,1414.6,2,24.9,1,0,0
268,67.0,1,54.46,5,2025-04-25,1169.38,2,13.1,2,1,0
269,63.0,0,142.29,1,2025-10-07,1869.99,1,17.8,2,1,1
270,32.0,0,1202.6799999999998,4,2025-08-01,1133.07,2,42.2,0,1,1
271,65.0,1,1202.6799999999998,6,2025-09-20,1262.33,1,6.3,1,0,0
272,21.0,1,1202.6799999999998,8,2025-03-28,1366.08,1,43.2,1,0,1
273,35.0,1,1275.22,4,2025-02-03,643.74,1,31.1,3,1,0
274,33.0,0,1272.37,5,2025-02-23,1569.08,1,14.1,0,1,0
275,45.0,0,2116.2,0,2025-03-10,1535.31,1,22.4,3,0,1
276,38.0,1,1202.6799999999998,7,2025-05-13,1730.13,2,36.6,1,0,1
277,36.0,1,548.35,6,2025-04-03,368.2,2,29.8,0,1,1
278,27.0,0,879.79,6,2025-12-17,926.9,1,1.1,4,1,1
279,23.0,0,1078.78,5,2025-04-22,645.84,0,37.7,4,0,1
280,23.0,0,579.6,8,2025-05-04,1169.38,1,32.4,1,1,0
281,32.0,0,1354.41,9,2025-11-25,2105.44,1,6.4,2,0,0
282,61.0,0,1259.6,9,2025-01-06,2035.29,1,20.0,2,1,0
283,25.0,1,1923.71,7,2025-10-23,1422.28,0,16.5,4,0,0
284,41.0,0,1202.6799999999998,7,2025-09-12,1603.91,0,20.3,2,1,1
285,32.0,1,1406.41,5,2025-08-13,35.51,1,42.3,3,0,1
286,22.0,0,2283.71,5,2025-06-11,632.46,2,38.7,4,0,0
287,29.0,0,2189.13,0,2025-01-26,845.45,1,3.8,3,0,1
288,39.0,0,1202.6799999999998,0,2025-12-03,1498.82,2,27.3,2,0,1
289,57.0,0,2394.55,6,2025-01-04,2245.04,0,41.5,2,1,1
290,45.0,1,807.14,5,2025-04-27,1545.49,2,39.7,0,0,0
291,67.0,0,276.28,4,2025-04-08,26.82,0,17.5,2,1,0
292,29.0,0,1426.25,7,2025-05-12,108.37,0,36.6,0,0,0
293,33.0,0,1202.6799999999998,1,2025-09-14,665.57,1,29.0,2,0,1
294,24.0,0,330.27,6,2025-02-16,1443.17,1,23.0,2,1,0
295,52.0,0,946.23,2,2025-07-24,1169.38,2,20.9,1,1,0
296,50.0,1,525.1,10,2025-11-23,1169.38,0,10.8,3,1,0
297,37.0,0,839.68,6,2025-06-16,1933.76,1,8.8,4,1,1
298,51.0,0,1677.81,8,2025-04-08,396.61,1,7.4,4,1,1
299,29.0,1,286.48,0,2025-06-18,1987.75,1,23.0,4,0,1
300,63.0,1,1495.42,8,2025-12-09,1114.99,1,10.0,0,1,1
301,22.0,1,1224.51,3,2025-07-11,2387.01,1,18.3,4,0,0
302,70.0,1,2207.83,8,2025-11-17,1320.5,2,22.6,3,0,0
303,20.0,0,1767.14,6,2025-05-13,1176.0,0,14.7,1,1,0
304,38.0,0,929.14,1,2025-09-02,989.35,0,26.0,3,1,0
305,34.0,0,2399.96,7,2025-02-03,1887.97,2,24.7,4,1,0
306,49.0,1,500.81,4,2025-09-17,1256.36,2,10.1,3,0,1
307,40.0,0,1822.36,5,2025-09-15,40.27,2,24.6,0,0,0
308,28.0,0,204.89,5,2025-09-25,1353.7,2,22.9,3,0,0
309,28.0,0,1770.9,7,2025-11-21,609.6,2,44.7,2,0,1
310,54.0,0,1982.02,1,2025-09-08,1978.19,1,27.3,2,1,1
311,43.0,0,1878.46,1,2025-10-07,2366.22,1,19.7,2,0,0
312,52.0,0,1632.87,2,2025-07-07,1372.71,2,8.0,0,0,1
313,49.0,1,1733.45,10,2025-07-06,740.54,1,15.3,2,0,0
314,45.0,0,2113.79,5,2025-12-10,1169.38,2,8.9,1,1,1
315,43.0,1,1383.87,10,2025-06-10,2262.95,1,7.3,1,0,1
316,30.0,1,404.91,5,2025-12-14,309.04,1,9.5,4,0,1
317,58.0,0,341.46,1,2025-09-17,2045.99,1,15.5,3,0,0
318,35.0,1,2025.92,8,2025-12-13,276.37,2,38.5,4,0,1
319,70.0,0,2150.74,3,2025-05-24,1437.78,0,3.7,4,1,0
320,54.0,0,1466.53,2,2025-12-11,600.54,2,12.9,4,1,1
321,39.0,1,1968.67,4,2025-02-23,114.06,1,3.9,0,0,1
322,50.0,1,1365.0,2,2025-10-15,929.3,2,19.7,4,1,1
323,62.0,0,113.31,5,2025-12-13,2337.57,2,20.8,3,1,0
324,18.0,1,1633.36,9,2025-12-14,2216.56,0,22.7,3,0,1
325,34.0,1,1681.37,4,2025-07-27,1827.4,2,13.7,3,1,0
326,29.0,1,776.32,4,2025-08-02,1086.32,0,36.8,2,1,0
327,24.0,1,2103.31,4,2025-08-04,229.0,1,14.3,1,0,0
328,47.0,0,534.16,8,2025-03-27,845.2,1,3.8,0,0,0
329,58.0,0,962.78,5,2025-07-25,973.54,0,13.1,3,0,1
330,43.0,0,1908.43,5,2025-10-28,2315.08,0,39.4,2,0,1
331,55.0,0,1458.95,0,2025-10-08,938.66,1,9.3,3,0,0
332,22.0,1,1649.43,6,2025-12-01,1688.07,1,13.1,4,1,1
333,70.0,1,1078.67,8,2025-07-07,1557.71,1,35.5,1,0,0
334,42.0,0,1202.6799999999998,4,2025-09-27,1231.08,2,15.1,2,0,1
335,20.0,0,1880.21,1,2025-01-16,1169.38,1,33.6,2,0,0
336,52.0,0,953.83,1,2025-07-13,1315.86,0,28.0,1,0,1
337,39.0,1,652.59,0,2025-10-01,356.35,0,31.8,4,1,0
338,59.0,1,212.14,5,2025-11-19,2196.48,0,20.9,3,0,0
339,66.0,1,1533.9,2,2025-09-12,186.57,1,35.6,2,1,1
340,59.0,1,1107.83,5,2025-01-03,1766.16,1,35.1,4,0,1
341,70.0,1,2497.72,1,2025-11-25,795.45,0,5.1,3,1,0
342,12.0,0,1202.6799999999998,9,2025-01-20,2015.02,2,14.3,2,0,0
343,48.0,0,2203.21,10,2025-10-28,1169.38,2,4.8,2,0,0
344,44.0,1,2006.69,6,2025-05-07,1052.64,2,35.8,3,1,1
345,27.0,1,1854.96,5,2025-04-24,1694.95,0,34.5,3,0,1
346,18.0,0,366.31,9,2025-01-06,2357.76,0,42.7,4,0,1
347,35.0,1,1202.6799999999998,6,2025-01-28,24.27,0,8.1,1,1,1
348,56.0,1,1863.11,3,2025-01-14,1784.04,2,44.6,4,1,1
349,50.0,1,1522.54,5,2025-04-06,1169.38,0,22.4,0,0,0
350,36.0,0,832.97,9,2025-08-04,1785.64,1,30.0,1,1,1
351,33.0,1,2063.59,4,2025-04-28,1299.64,0,29.2,0,0,0
352,23.0,0,2271.88,9,2025-01-08,1169.38,1,38.7,2,0,0
353,23.0,0,2077.13,1,2025-06-28,1406.8,1,19.9,3,1,1
354,46.0,0,827.0,7,2025-04-02,141.37,1,17.6,2,0,1
355,43.0,0,1813.26,1,2025-06-16,2080.59,2,0.8,2,1,0
356,26.0,0,1526.99,0,2025-10-22,1613.63,0,6.8,0,0,0
357,23.0,1,1506.85,1,2025-12-02,1446.91,1,40.6,3,0,0
358,45.0,1,1488.93,1,2025-08-22,23.91,1,44.3,4,1,0
359,59.0,1,293.38,3,2025-03-05,1189.94,2,43.3,4,0,0
360,34.0,1,117.4,8,2025-11-01,1465.34,1,21.5,3,1,1
361,47.0,1,694.74,6,2025-07-11,1993.21,0,44.8,3,0,0
362,64.0,0,2199.96,7,2025-03-08,956.58,0,6.1,1,1,0
363,21.0,0,840.07,6,2025-09-28,1199.97,0,43.1,1,0,0
364,59.0,1,1503.45,5,2025-10-18,1054.31,2,22.8,3,1,1
365,66.0,0,474.39,10,2025-10-14,718.42,1,29.4,1,1,0
366,41.0,1,1874.84,5,2025-09-27,362.84,1,11.8,3,1,0
367,66.0,0,2257.21,2,2025-01-19,2496.99,0,26.0,3,1,0
368,63.0,1,1270.57,3,2025-02-14,555.92,1,4.9,0,1,1
369,37.0,0,1237.63,6,2025-08-18,595.88,2,2.1,0,0,1
370,69.0,0,1185.49,6,2025-03-23,2331.79,2,5.5,2,0,0
371,37.0,0,2059.07,2,2025-10-22,1169.38,1,37.8,1,0,0
372,18.0,1,1146.42,8,2025-02-09,1226.65,0,7.6,4,0,0
373,34.0,0,56.16,6,2025-08-04,483.53,1,11.9,3,1,1
374,37.0,1,650.94,2,2025-04-18,186.18,2,27.7,1,0,1
375,56.0,0,1909.01,6,2025-04-26,868.78,1,1.5,3,0,1
376,36.0,0,435.24,4,2025-04-11,2065.73,0,25.8,0,1,1
377,36.0,0,1352.62,3,2025-04-01,1836.0,1,4.1,0,1,1
378,23.0,1,2196.6,2,2025-06-03,264.37,2,14.5,4,0,0
379,19.0,1,2041.67,4,2025-07-13,1554.47,2,39.7,0,0,1
380,52.0,0,1212.55,4,2025-03-03,454.18,0,34.9,0,1,1
381,66.0,1,1256.88,3,2025-04-06,999.33,1,5.4,2,0,1
382,45.0,0,1202.6799999999998,7,2025-10-18,637.51,0,3.1,4,0,1
383,57.0,1,530.52,4,2025-08-27,812.17,1,40.9,3,0,1
384,61.0,1,1202.6799999999998,10,2025-10-07,1966.27,0,27.9,4,0,1
385,32.0,1,588.9,8,2025-07-01,30.41,2,13.4,1,1,0
386,40.0,0,1432.4,1,2025-05-22,1712.82,2,31.5,2,0,0
387,43.0,0,2317.59,7,2025-11-11,244.11,0,34.6,2,1,0
388,27.0,0,1627.21,1,2025-05-06,1342.28,2,8.7,2,0,0
389,24.0,0,2165.45,5,2025-07-15,1169.38,1,35.2,3,0,1
390,45.0,1,1969.5,5,2025-08-12,1002.06,1,10.9,0,1,1
391,39.0,1,1202.6799999999998,10,2025-05-09,2130.33,2,24.9,3,0,0
392,32.0,1,1138.08,0,2025-11-21,1169.38,1,9.1,0,0,0
393,24.0,0,396.73,2,2025-02-12,34.83,0,16.7,3,0,0
394,63.0,0,1202.6799999999998,5,2025-09-09,354.16,0,11.4,3,1,1
395,46.0,0,500.48,1,2025-04-13,342.29,2,2.5,2,0,0
396,59.0,1,10.84,4,2025-04-18,319.61,0,21.9,0,0,1
397,45.0,0,1202.6799999999998,1,2025-06-14,166.92,0,39.7,2,0,1
398,43.0,1,1078.11,3,2025-09-15,2329.63,2,36.6,4,0,1
399,64.0,0,960.79,3,2025-07-03,2400.18,1,18.9,2,1,1
400,30.0,1,933.93,2,2025-07-12,1731.55,2,38.7,3,1,0
401,57.0,0,1202.6799999999998,5,2025-10-08,1169.38,1,37.7,4,1,1
402,18.0,1,61.56,8,2025-11-18,425.29,1,8.9,2,1,1
403,25.0,1,338.39,5,2025-09-08,581.17,0,27.9,3,0,0
404,49.0,0,1435.65,2,2025-08-02,1075.02,0,4.9,4,1,0
405,12.0,1,1491.62,7,2025-12-26,1169.38,1,22.4,2,0,1
406,18.0,0,800.01,10,2025-11-28,1169.38,0,37.7,3,1,0
407,43.0,0,1580.44,9,2025-08-03,1169.38,2,35.7,3,1,0
408,60.0,0,241.51,0,2025-09-17,829.24,0,10.4,2,1,1
409,56.0,0,6.26,4,2025-05-15,786.68,0,32.5,2,1,0
410,60.0,0,295.88,8,2025-11-07,2483.78,1,32.3,3,1,1
411,70.0,0,2409.43,7,2025-11-06,1169.38,2,37.4,1,0,1
412,35.0,1,388.43,8,2025-09-23,1540.64,0,38.5,2,0,1
413,33.0,1,976.06,2,2025-09-13,1801.13,0,19.5,0,0,1
414,58.0,1,31.74,3,2025-05-12,2299.27,1,38.9,2,0,1
415,47.0,1,1068.82,3,2025-06-04,144.19,0,31.4,0,1,0
416,25.0,0,2461.5,0,2025-07-14,2444.58,2,21.1,1,1,0
417,26.0,1,1460.0,8,2025-11-04,811.8,1,30.1,2,1,1
418,49.0,0,188.51,8,2025-02-12,2090.93,1,8.9,3,0,1
419,20.0,1,363.96,10,2025-02-12,1496.75,0,2.3,2,1,0
420,35.0,0,2430.59,2,2025-04-20,1169.38,0,39.0,1,1,1
421,67.0,0,278.61,1,2025-01-06,502.5,1,28.2,3,1,1
422,40.0,1,737.57,1,2025-08-28,378.04,2,44.3,3,1,0
423,46.0,1,972.33,3,2025-01-20,1215.42,0,18.9,2,0,1
424,56.0,1,1307.45,6,2025-01-16,857.71,2,3.2,3,1,0
425,34.0,1,2077.97,2,2025-07-15,1169.38,2,8.8,4,0,0
426,28.0,1,1315.42,10,2025-07-15,2427.16,2,25.7,2,1,0
427,30.0,0,1104.35,0,2025-10-24,910.45,2,43.6,0,0,1
428,63.0,1,672.26,4,2025-01-17,908.02,0,36.4,3,1,0
429,57.0,0,1497.96,6,2025-05-24,1169.38,0,27.4,2,1,1
430,22.0,0,739.5,0,2025-12-06,1924.78,1,31.1,2,0,0
431,40.0,1,2225.47,8,2025-06-17,1367.82,1,32.2,0,1,0
432,50.0,1,2001.21,6,2025-12-17,74.4,1,34.7,3,1,0
433,40.0,0,2151.49,0,2025-05-24,623.54,2,26.4,0,0,1
434,26.0,0,1158.26,1,2025-05-06,1209.61,0,36.2,3,1,0
435,52.0,0,2223.44,1,2025-02-26,1325.87,2,10.0,1,0,1
436,63.0,0,235.98,7,2025-09-23,1522.44,1,14.0,3,0,0
437,37.0,1,1670.3,7,2025-05-15,14.21,2,19.5,1,1,1
438,49.0,0,1899.27,5,2025-04-08,1169.38,0,26.5,0,1,1
439,38.0,0,2163.71,4,2025-10-10,2424.9,0,25.6,0,0,0
440,60.0,0,2197.64,6,2025-05-02,179.83,2,28.0,3,0,0
441,51.0,0,1202.6799999999998,8,2025-11-09,232.13,1,2.8,0,0,0
442,65.0,0,437.74,3,2025-10-05,1814.59,2,30.9,2,0,0
443,43.0,0,2443.93,10,2025-07-21,777.1,1,40.4,0,0,1
444,53.0,0,1202.6799999999998,4,2025-05-20,1999.24,0,36.2,3,0,1
445,40.0,0,1202.6799999999998,2,2025-01-23,509.93,2,41.1,3,1,1
446,52.0,0,2434.7,9,2025-03-28,525.71,0,3.5,0,1,0
447,63.0,0,2128.41,2,2025-04-18,208.54,2,4.8,2,0,1
448,35.0,1,2449.81,3,2025-03-13,2447.01,1,3.0,1,0,0
449,59.0,1,1202.6799999999998,2,2025-02-09,939.95,1,26.1,0,0,0
450,52.0,1,1202.6799999999998,1,2025-10-19,93.94,1,0.7,0,0,0
451,42.0,1,363.06,4,2025-09-08,671.02,0,11.5,3,0,0
452,63.0,0,960.07,3,2025-09-28,2466.33,0,2.2,0,1,1
453,19.0,0,1139.06,6,2025-12-11,347.62,2,38.9,3,0,1
454,62.0,1,1673.97,4,2025-10-25,967.33,1,21.4,2,0,0
455,69.0,1,906.5,7,2025-11-01,1895.02,2,13.2,1,0,0
456,66.0,0,2153.29,5,2025-01-05,1565.88,2,10.3,2,1,0
457,20.0,0,1317.71,9,2025-10-13,43.03,1,32.1,3,1,1
